slug,github_id,github_username,name,github_url,timestamp,checks_passed,checks_run,style50_score,archive
cs50/problems/2024/sql/packages,157947591,sleepyzombie69,,https://github.com/me50/sleepyzombie69/tree/b8404f6a0ea17d81d23ed41e972335ba7c83ca3f,"Wed, 10 Jul 2024 02:32:26AM +06",6,6,,https://github.com/me50/sleepyzombie69/archive/b8404f6a0ea17d81d23ed41e972335ba7c83ca3f.zip
