slug,github_id,github_username,name,github_url,timestamp,checks_passed,checks_run,style50_score,archive
cs50/problems/2024/sql/players,157947591,sleepyzombie69,,https://github.com/me50/sleepyzombie69/tree/9dce5cd668111b658a19f84b555d6163909a1bd4,"Fri, 12 Jul 2024 02:03:58AM +06",11,11,,https://github.com/me50/sleepyzombie69/archive/9dce5cd668111b658a19f84b555d6163909a1bd4.zip
