slug,github_id,github_username,name,github_url,timestamp,checks_passed,checks_run,style50_score,archive
cs50/problems/2024/sql/cyberchase,157947591,sleepyzombie69,,https://github.com/me50/sleepyzombie69/tree/a8262135ffb6265013c12c73fef8029c4a603a18,"Wed, 03 Jul 2024 01:03:58AM +06",14,14,,https://github.com/me50/sleepyzombie69/archive/a8262135ffb6265013c12c73fef8029c4a603a18.zip
