slug,github_id,github_username,name,github_url,timestamp,checks_passed,checks_run,style50_score,archive
cs50/problems/2024/sql/dese,157947591,sleepyzombie69,,https://github.com/me50/sleepyzombie69/tree/7a70d3c3108cd86fc15884ac1fa318d7f81fc5ff,"Mon, 15 Jul 2024 03:40:28PM +06",14,14,,https://github.com/me50/sleepyzombie69/archive/7a70d3c3108cd86fc15884ac1fa318d7f81fc5ff.zip
