slug,github_id,github_username,name,github_url,timestamp,checks_passed,checks_run,style50_score,archive
cs50/problems/2024/sql/moneyball,157947591,sleepyzombie69,,https://github.com/me50/sleepyzombie69/tree/1ca6ccd61998b9f949e9880a01b1f870971fb6c1,"Sun, 15 Sep 2024 02:07:43AM +06",13,13,,https://github.com/me50/sleepyzombie69/archive/1ca6ccd61998b9f949e9880a01b1f870971fb6c1.zip
