slug,github_id,github_username,name,github_url,timestamp,checks_passed,checks_run,style50_score,archive
cs50/problems/2024/sql/views,157947591,sleepyzombie69,,https://github.com/me50/sleepyzombie69/tree/d0c4d44eba5b5fca94b9305ca91302c6d08dfa74,"Thu, 11 Jul 2024 10:12:33PM +06",11,11,,https://github.com/me50/sleepyzombie69/archive/d0c4d44eba5b5fca94b9305ca91302c6d08dfa74.zip
